train_loss,step,epoch,val_loss
9144.41015625,513,0,
12332.56640625,515,0,
12365.53125,517,0,
9244.8134765625,519,0,
12601.3408203125,521,0,
11210.4853515625,523,0,
10041.1494140625,525,0,
9527.376953125,527,0,
10383.66796875,529,0,
9465.4326171875,531,0,
10231.4208984375,533,0,
9066.4541015625,535,0,
9601.2578125,537,0,
22251.0546875,539,0,
9794.3173828125,541,0,
8945.427734375,543,0,
9375.87890625,545,0,
8787.671875,547,0,
11208.1015625,549,0,
8567.31640625,551,0,
11143.353515625,553,0,
9190.1015625,555,0,
8626.0107421875,557,0,
9686.0322265625,559,0,
10509.193359375,561,0,
9173.1923828125,563,0,
9144.0703125,565,0,
9432.42578125,567,0,
10572.49609375,569,0,
10157.013671875,571,0,
9749.4921875,573,0,
10660.0771484375,575,0,
11522.037109375,577,0,
11472.083984375,579,0,
9417.0673828125,581,0,
10111.4287109375,583,0,
10075.0703125,585,0,
9878.76171875,587,0,
8064.0849609375,589,0,
9133.251953125,591,0,
9333.201171875,593,0,
8574.1318359375,595,0,
10788.4072265625,597,0,
8413.50390625,599,0,
9184.6923828125,601,0,
11074.525390625,603,0,
11140.7646484375,605,0,
13767.9150390625,607,0,
10446.462890625,609,0,
11047.208984375,611,0,
9884.2607421875,613,0,
10862.9716796875,615,0,
8915.0107421875,617,0,
9656.9599609375,619,0,
10706.1171875,621,0,
8633.28515625,623,0,
11998.095703125,625,0,
10367.25,627,0,
8793.3291015625,629,0,
7330.6015625,631,0,
9372.490234375,633,0,
8444.24609375,635,0,
9930.9326171875,637,0,
12301.58203125,639,0,
8547.732421875,641,0,
9417.05078125,643,0,
8173.69140625,645,0,
10778.81640625,647,0,
9927.2978515625,649,0,
8839.515625,651,0,
10904.345703125,653,0,
8939.48828125,655,0,
8900.912109375,657,0,
9177.9013671875,659,0,
8590.021484375,661,0,
9002.287109375,663,0,
10681.873046875,665,0,
9332.107421875,667,0,
10739.8916015625,669,0,
10593.3681640625,671,0,
10949.1748046875,673,0,
9911.75,675,0,
9631.375,677,0,
11151.4453125,679,0,
8821.6435546875,681,0,
9609.181640625,683,0,
9657.8984375,685,0,
10675.337890625,687,0,
11935.376953125,689,0,
9832.48046875,691,0,
9428.3359375,693,0,
16755.13671875,695,0,
10242.0966796875,697,0,
10660.720703125,699,0,
9078.583984375,701,0,
8809.1650390625,703,0,
9320.1328125,705,0,
8307.830078125,707,0,
8667.291015625,709,0,
11171.56640625,711,0,
10617.4306640625,713,0,
15492.578125,715,0,
10758.4052734375,717,0,
9134.9365234375,719,0,
10859.51953125,721,0,
9577.8583984375,723,0,
10656.8125,725,0,
13537.857421875,727,0,
9862.875,729,0,
12296.32421875,731,0,
8305.205078125,733,0,
7907.87255859375,735,0,
8846.84375,737,0,
9716.87109375,739,0,
9883.115234375,741,0,
10710.212890625,743,0,
10234.111328125,745,0,
8868.2119140625,747,0,
10810.3076171875,749,0,
7526.49462890625,751,0,
10497.17578125,753,0,
8192.6376953125,755,0,
8165.2900390625,757,0,
8137.0322265625,759,0,
9074.6298828125,761,0,
10654.013671875,763,0,
8488.5048828125,765,0,
9711.978515625,767,0,
8274.2412109375,769,0,
8061.88330078125,771,0,
9738.671875,773,0,
11643.404296875,775,0,
8348.990234375,777,0,
8647.07421875,779,0,
7737.939453125,781,0,
10414.66015625,783,0,
10187.537109375,785,0,
10557.8427734375,787,0,
8602.7109375,789,0,
9503.515625,791,0,
10891.76953125,793,0,
8731.4306640625,795,0,
7919.025390625,797,0,
10107.044921875,799,0,
10275.59765625,801,0,
8612.322265625,803,0,
8556.796875,805,0,
15567.509765625,807,0,
8540.947265625,809,0,
7634.6640625,811,0,
10155.974609375,813,0,
8119.8232421875,815,0,
8932.751953125,817,0,
7353.78564453125,819,0,
7994.46728515625,821,0,
10226.416015625,823,0,
7373.83203125,825,0,
8110.84912109375,827,0,
7455.2734375,829,0,
14097.291015625,831,0,
7124.33251953125,833,0,
13096.0908203125,835,0,
10295.794921875,837,0,
8703.138671875,839,0,
8470.60546875,841,0,
10290.2890625,843,0,
8060.55322265625,845,0,
7453.23388671875,847,0,
10191.806640625,849,0,
6990.36328125,851,0,
7964.6884765625,853,0,
7911.40771484375,855,0,
7977.40087890625,857,0,
8536.9208984375,859,0,
6572.3232421875,861,0,
8868.24609375,863,0,
7098.8203125,865,0,
8116.75,867,0,
7975.421875,869,0,
12909.630859375,871,0,
9693.9658203125,873,0,
7652.9365234375,875,0,
9785.7978515625,877,0,
9847.8125,879,0,
8540.3046875,881,0,
9230.4521484375,883,0,
7696.0771484375,885,0,
9199.060546875,887,0,
9106.3310546875,889,0,
9480.677734375,891,0,
7408.11865234375,893,0,
9744.017578125,895,0,
8157.9013671875,897,0,
7229.26953125,899,0,
7353.5126953125,901,0,
9108.919921875,903,0,
6975.55322265625,905,0,
7149.6865234375,907,0,
7312.56494140625,909,0,
8579.4453125,911,0,
8581.970703125,913,0,
8833.6484375,915,0,
8089.001953125,917,0,
9514.927734375,919,0,
10094.7890625,921,0,
7886.49609375,923,0,
6667.4208984375,925,0,
9019.595703125,927,0,
7294.4326171875,929,0,
8483.94921875,931,0,
7343.103515625,933,0,
7051.3173828125,935,0,
9488.3310546875,937,0,
7219.3720703125,939,0,
6654.2431640625,941,0,
8788.7705078125,943,0,
6810.52587890625,945,0,
10854.20703125,947,0,
7632.51171875,949,0,
10039.1015625,951,0,
7548.568359375,953,0,
8201.185546875,955,0,
9255.2880859375,957,0,
7226.30126953125,959,0,
7967.822265625,961,0,
8228.994140625,963,0,
7213.6123046875,965,0,
7415.55908203125,967,0,
6179.08447265625,969,0,
7585.4931640625,971,0,
7883.58935546875,973,0,
9976.61328125,975,0,
9162.384765625,977,0,
7076.09033203125,979,0,
9149.197265625,981,0,
8417.6533203125,983,0,
8412.5654296875,985,0,
8063.9072265625,987,0,
7998.4794921875,989,0,
7294.2958984375,991,0,
8186.49609375,993,0,
7903.33447265625,995,0,
8500.1826171875,997,0,
7858.4326171875,999,0,
8379.6357421875,1001,0,
6938.740234375,1003,0,
9823.3076171875,1005,0,
7299.5869140625,1007,0,
7276.021484375,1009,0,
6105.642578125,1011,0,
8407.080078125,1013,0,
8231.52734375,1015,0,
7364.166015625,1017,0,
6932.61328125,1019,0,
7674.74462890625,1021,0,
9028.634765625,1023,0,
10567.4912109375,1025,0,
9333.81640625,1027,0,
7138.11865234375,1029,0,
7712.435546875,1031,0,
7486.06787109375,1033,0,
7119.64599609375,1035,0,
6329.53173828125,1037,0,
9677.1103515625,1039,0,
7138.1953125,1041,0,
8404.8486328125,1043,0,
6634.0712890625,1045,0,
9119.056640625,1047,0,
7602.2607421875,1049,0,
9147.025390625,1051,0,
7340.43017578125,1053,0,
8336.84375,1055,0,
8171.68359375,1057,0,
8401.4052734375,1059,0,
7730.50390625,1061,0,
7333.14013671875,1063,0,
8823.703125,1065,0,
6709.76904296875,1067,0,
10762.12109375,1069,0,
6928.4501953125,1071,0,
7863.697265625,1073,0,
6824.5849609375,1075,0,
10288.6015625,1077,0,
6966.5517578125,1079,0,
7049.212890625,1081,0,
6543.51708984375,1083,0,
6790.23681640625,1085,0,
7326.6435546875,1087,0,
8257.7890625,1089,0,
7470.912109375,1091,0,
8684.2177734375,1093,0,
6016.2919921875,1095,0,
7942.71533203125,1097,0,
6201.78125,1099,0,
6670.74609375,1101,0,
6941.361328125,1103,0,
7109.5771484375,1105,0,
8094.8125,1107,0,
7502.33642578125,1109,0,
6459.763671875,1111,0,
6706.4921875,1113,0,
6732.9189453125,1115,0,
7259.14453125,1117,0,
7793.7265625,1119,0,
6295.150390625,1121,0,
7065.3115234375,1123,0,
6244.4228515625,1125,0,
7289.47900390625,1127,0,
9597.06640625,1129,0,
7012.06396484375,1131,0,
9201.4404296875,1133,0,
6976.125,1135,0,
6910.9697265625,1137,0,
6578.3857421875,1139,0,
7044.50830078125,1141,0,
7429.91455078125,1143,0,
7727.15673828125,1145,0,
7017.8408203125,1147,0,
7781.14306640625,1149,0,
10631.443359375,1151,0,
6999.01953125,1153,0,
7107.345703125,1155,0,
8062.54443359375,1157,0,
7386.41015625,1159,0,
8879.0654296875,1161,0,
8424.8115234375,1163,0,
7302.7138671875,1165,0,
6756.876953125,1167,0,
6998.5390625,1169,0,
6210.69580078125,1171,0,
7637.142578125,1173,0,
6256.30126953125,1175,0,
9165.654296875,1177,0,
8311.4775390625,1179,0,
6321.8056640625,1181,0,
7317.9384765625,1183,0,
11183.0263671875,1185,0,
8441.158203125,1187,0,
7661.4658203125,1189,0,
7790.2880859375,1191,0,
8747.0234375,1193,0,
8336.037109375,1195,0,
6583.41552734375,1197,0,
8821.97265625,1199,0,
6537.52734375,1201,0,
8865.1396484375,1203,0,
8683.5576171875,1205,0,
7459.60693359375,1207,0,
7524.06640625,1209,0,
8085.1416015625,1211,0,
5863.85595703125,1213,0,
8443.0390625,1215,0,
8026.24658203125,1217,0,
6888.95361328125,1219,0,
9037.822265625,1221,0,
7160.93310546875,1223,0,
6395.60546875,1225,0,
7549.30517578125,1227,0,
7802.359375,1229,0,
8510.755859375,1231,0,
6116.5009765625,1233,0,
6075.033203125,1235,0,
8345.9775390625,1237,0,
6512.103515625,1239,0,
7338.4755859375,1241,0,
6576.849609375,1243,0,
6689.220703125,1245,0,
9259.3388671875,1247,0,
6659.0947265625,1249,0,
6965.9609375,1251,0,
10730.1494140625,1253,0,
6111.73681640625,1255,0,
5689.6640625,1257,0,
8294.556640625,1259,0,
6389.9912109375,1261,0,
7450.35693359375,1263,0,
7123.83935546875,1265,0,
7297.96435546875,1267,0,
7158.36474609375,1269,0,
8657.392578125,1271,0,
5781.267578125,1273,0,
7911.23046875,1275,0,
8146.87890625,1277,0,
6602.291015625,1279,0,
6634.72802734375,1281,0,
5320.23486328125,1283,0,
7105.0302734375,1285,0,
8732.587890625,1287,0,
6138.1728515625,1289,0,
9081.3701171875,1291,0,
9699.912109375,1293,0,
5323.8720703125,1295,0,
6331.1650390625,1297,0,
6541.88427734375,1299,0,
8736.96875,1301,0,
6547.3447265625,1303,0,
6761.6748046875,1305,0,
7108.91162109375,1307,0,
6656.42236328125,1309,0,
6434.96875,1311,0,
8345.904296875,1313,0,
8518.1572265625,1315,0,
6867.1806640625,1317,0,
7655.8173828125,1319,0,
8937.4716796875,1321,0,
7719.8896484375,1323,0,
6030.56494140625,1325,0,
6916.2578125,1327,0,
5780.8076171875,1329,0,
6438.810546875,1331,0,
7272.59375,1333,0,
6505.58837890625,1335,0,
6086.630859375,1337,0,
9409.736328125,1339,0,
9371.880859375,1341,0,
7758.68603515625,1343,0,
6889.15283203125,1345,0,
5685.267578125,1347,0,
8339.259765625,1349,0,
6946.94775390625,1351,0,
7087.384765625,1353,0,
7236.23974609375,1355,0,
6510.32958984375,1357,0,
,1358,0,6685.455078125
9174.5576171875,1359,1,
6693.84716796875,1361,1,
7284.3515625,1363,1,
5658.4951171875,1365,1,
7706.26806640625,1367,1,
5656.2119140625,1369,1,
5648.7431640625,1371,1,
5845.78125,1373,1,
5771.4951171875,1375,1,
9624.244140625,1377,1,
7465.79833984375,1379,1,
6139.59375,1381,1,
6364.20361328125,1383,1,
9269.642578125,1385,1,
6637.50634765625,1387,1,
6295.583984375,1389,1,
8131.2333984375,1391,1,
6302.40673828125,1393,1,
7460.7861328125,1395,1,
5619.34765625,1397,1,
6445.9775390625,1399,1,
7402.0810546875,1401,1,
5888.27734375,1403,1,
6005.75048828125,1405,1,
6993.658203125,1407,1,
6404.5673828125,1409,1,
6982.02978515625,1411,1,
6526.54443359375,1413,1,
6114.1357421875,1415,1,
6390.38671875,1417,1,
8506.498046875,1419,1,
6446.89306640625,1421,1,
5936.4248046875,1423,1,
5652.43603515625,1425,1,
6474.583984375,1427,1,
5442.8291015625,1429,1,
9094.1943359375,1431,1,
5887.23193359375,1433,1,
7196.498046875,1435,1,
7209.771484375,1437,1,
6982.919921875,1439,1,
6562.1728515625,1441,1,
7169.4873046875,1443,1,
6567.43017578125,1445,1,
7379.61328125,1447,1,
8150.38623046875,1449,1,
6226.25341796875,1451,1,
10176.5771484375,1453,1,
7029.08349609375,1455,1,
6347.556640625,1457,1,
7560.62744140625,1459,1,
5697.8564453125,1461,1,
5880.1787109375,1463,1,
7384.2841796875,1465,1,
6208.32421875,1467,1,
7792.9384765625,1469,1,
7070.6962890625,1471,1,
5290.58740234375,1473,1,
6687.59326171875,1475,1,
5632.8427734375,1477,1,
7797.49365234375,1479,1,
5916.89990234375,1481,1,
7151.9755859375,1483,1,
6759.2890625,1485,1,
5476.099609375,1487,1,
5911.4365234375,1489,1,
6951.2080078125,1491,1,
6801.91162109375,1493,1,
8478.609375,1495,1,
8210.28515625,1497,1,
6279.93310546875,1499,1,
7105.921875,1501,1,
6717.7255859375,1503,1,
7690.4951171875,1505,1,
7867.0859375,1507,1,
7120.33349609375,1509,1,
7983.8759765625,1511,1,
5968.76708984375,1513,1,
6101.3251953125,1515,1,
7301.1552734375,1517,1,
5556.6923828125,1519,1,
6346.1953125,1521,1,
7462.10595703125,1523,1,
7409.4580078125,1525,1,
6129.36328125,1527,1,
6125.4755859375,1529,1,
5474.046875,1531,1,
6936.22216796875,1533,1,
8177.12060546875,1535,1,
5788.58203125,1537,1,
7130.8408203125,1539,1,
6327.5244140625,1541,1,
7488.130859375,1543,1,
6265.3154296875,1545,1,
6980.3251953125,1547,1,
6255.310546875,1549,1,
7049.5908203125,1551,1,
6802.322265625,1553,1,
6581.83203125,1555,1,
7572.02978515625,1557,1,
6413.22998046875,1559,1,
5728.71435546875,1561,1,
6874.0634765625,1563,1,
6998.2705078125,1565,1,
5919.197265625,1567,1,
7055.12060546875,1569,1,
7941.072265625,1571,1,
6926.4228515625,1573,1,
5112.57421875,1575,1,
5897.466796875,1577,1,
5793.912109375,1579,1,
10944.69140625,1581,1,
6634.083984375,1583,1,
7644.224609375,1585,1,
6832.927734375,1587,1,
6222.44140625,1589,1,
5512.02392578125,1591,1,
6054.015625,1593,1,
4910.88818359375,1595,1,
6228.8759765625,1597,1,
7117.326171875,1599,1,
6616.1494140625,1601,1,
7055.68359375,1603,1,
6552.9404296875,1605,1,
6694.9541015625,1607,1,
6593.3935546875,1609,1,
6782.7431640625,1611,1,
6682.9482421875,1613,1,
5984.59375,1615,1,
7989.7900390625,1617,1,
6377.79638671875,1619,1,
7875.7919921875,1621,1,
7025.08203125,1623,1,
7225.216796875,1625,1,
6987.7353515625,1627,1,
8129.8359375,1629,1,
7829.10986328125,1631,1,
7138.48974609375,1633,1,
6027.3994140625,1635,1,
7437.38232421875,1637,1,
6875.94677734375,1639,1,
5385.00341796875,1641,1,
7945.81591796875,1643,1,
6106.0107421875,1645,1,
6307.43603515625,1647,1,
6081.1748046875,1649,1,
5806.1162109375,1651,1,
6886.43896484375,1653,1,
7311.5185546875,1655,1,
5771.03271484375,1657,1,
6291.4970703125,1659,1,
6410.8310546875,1661,1,
9379.568359375,1663,1,
7707.677734375,1665,1,
7691.79833984375,1667,1,
6357.2646484375,1669,1,
6387.6298828125,1671,1,
8065.43359375,1673,1,
6808.8076171875,1675,1,
5791.35888671875,1677,1,
7410.45703125,1679,1,
6037.0478515625,1681,1,
6074.9326171875,1683,1,
7964.8154296875,1685,1,
5294.1904296875,1687,1,
5487.4912109375,1689,1,
6616.95849609375,1691,1,
6053.703125,1693,1,
6002.34033203125,1695,1,
7930.546875,1697,1,
8258.4873046875,1699,1,
7375.21484375,1701,1,
5276.8349609375,1703,1,
6563.12158203125,1705,1,
5555.67919921875,1707,1,
5166.76806640625,1709,1,
6591.05419921875,1711,1,
5577.15625,1713,1,
5019.0380859375,1715,1,
6291.06640625,1717,1,
6094.20458984375,1719,1,
6519.853515625,1721,1,
6049.4296875,1723,1,
6170.3974609375,1725,1,
5823.1552734375,1727,1,
7185.6923828125,1729,1,
5625.5634765625,1731,1,
5846.46337890625,1733,1,
6018.248046875,1735,1,
6528.36181640625,1737,1,
6732.2080078125,1739,1,
7939.1591796875,1741,1,
6032.685546875,1743,1,
6244.8095703125,1745,1,
7024.3671875,1747,1,
6115.6630859375,1749,1,
6218.96826171875,1751,1,
6685.5126953125,1753,1,
5981.5458984375,1755,1,
5538.466796875,1757,1,
7118.31787109375,1759,1,
4796.44775390625,1761,1,
6618.6318359375,1763,1,
6411.25146484375,1765,1,
5647.77783203125,1767,1,
5628.904296875,1769,1,
5189.3388671875,1771,1,
5761.400390625,1773,1,
5389.90283203125,1775,1,
6123.77001953125,1777,1,
7036.669921875,1779,1,
5275.44091796875,1781,1,
7785.876953125,1783,1,
5859.6875,1785,1,
5009.8740234375,1787,1,
6377.666015625,1789,1,
5823.94921875,1791,1,
5571.84375,1793,1,
5507.5546875,1795,1,
5609.728515625,1797,1,
5560.3173828125,1799,1,
5841.5595703125,1801,1,
4479.875,1803,1,
5969.15087890625,1805,1,
5671.857421875,1807,1,
6502.3798828125,1809,1,
5538.671875,1811,1,
5609.11474609375,1813,1,
8904.6025390625,1815,1,
8071.07958984375,1817,1,
6441.5947265625,1819,1,
6479.90478515625,1821,1,
7341.7919921875,1823,1,
6072.5966796875,1825,1,
7331.98095703125,1827,1,
5908.544921875,1829,1,
7610.6240234375,1831,1,
5795.10546875,1833,1,
6721.24072265625,1835,1,
6250.8232421875,1837,1,
5627.0380859375,1839,1,
6460.47119140625,1841,1,
6203.31884765625,1843,1,
6272.9482421875,1845,1,
6089.1787109375,1847,1,
5935.94873046875,1849,1,
5712.9150390625,1851,1,
6938.359375,1853,1,
8545.505859375,1855,1,
6762.5712890625,1857,1,
4913.74609375,1859,1,
6143.4072265625,1861,1,
7450.4462890625,1863,1,
8172.193359375,1865,1,
6975.31494140625,1867,1,
7030.6455078125,1869,1,
7076.2734375,1871,1,
8499.294921875,1873,1,
6246.4140625,1875,1,
6984.05029296875,1877,1,
6404.17529296875,1879,1,
6017.42431640625,1881,1,
5948.21728515625,1883,1,
6250.1318359375,1885,1,
4797.984375,1887,1,
6198.8203125,1889,1,
6799.212890625,1891,1,
5977.9619140625,1893,1,
6591.3662109375,1895,1,
5429.41845703125,1897,1,
8354.6796875,1899,1,
6505.560546875,1901,1,
6177.76171875,1903,1,
6445.775390625,1905,1,
6299.5185546875,1907,1,
8403.947265625,1909,1,
6745.26171875,1911,1,
5783.1455078125,1913,1,
5883.9541015625,1915,1,
7312.7958984375,1917,1,
6752.6044921875,1919,1,
5358.96533203125,1921,1,
5851.4443359375,1923,1,
5831.84375,1925,1,
6763.36376953125,1927,1,
6326.90869140625,1929,1,
5601.0634765625,1931,1,
6591.896484375,1933,1,
5704.087890625,1935,1,
5392.7744140625,1937,1,
5760.6806640625,1939,1,
6996.6845703125,1941,1,
5326.43994140625,1943,1,
6571.404296875,1945,1,
5892.0224609375,1947,1,
6772.0068359375,1949,1,
6504.8408203125,1951,1,
5753.3203125,1953,1,
7209.93212890625,1955,1,
5806.59228515625,1957,1,
5906.9384765625,1959,1,
7219.59423828125,1961,1,
6297.55078125,1963,1,
6383.0419921875,1965,1,
5101.67236328125,1967,1,
5513.236328125,1969,1,
5743.4521484375,1971,1,
5643.89599609375,1973,1,
6497.9794921875,1975,1,
6370.37939453125,1977,1,
7521.49560546875,1979,1,
5965.15625,1981,1,
7111.91162109375,1983,1,
6015.07177734375,1985,1,
7901.8232421875,1987,1,
5290.6572265625,1989,1,
5685.11376953125,1991,1,
7223.3662109375,1993,1,
6533.98779296875,1995,1,
6349.845703125,1997,1,
6393.77099609375,1999,1,
6808.4423828125,2001,1,
6157.224609375,2003,1,
6131.921875,2005,1,
6058.1552734375,2007,1,
6351.39453125,2009,1,
7642.0859375,2011,1,
5166.43359375,2013,1,
6177.5419921875,2015,1,
6032.0703125,2017,1,
6886.9697265625,2019,1,
4927.2841796875,2021,1,
6454.2509765625,2023,1,
6871.111328125,2025,1,
5083.099609375,2027,1,
5357.708984375,2029,1,
7580.322265625,2031,1,
5980.0390625,2033,1,
5776.7802734375,2035,1,
5574.654296875,2037,1,
6581.4482421875,2039,1,
6216.2646484375,2041,1,
6176.05322265625,2043,1,
6124.35400390625,2045,1,
4874.2939453125,2047,1,
6493.498046875,2049,1,
5620.06201171875,2051,1,
5714.5546875,2053,1,
6391.8271484375,2055,1,
5077.5595703125,2057,1,
5731.189453125,2059,1,
5373.33154296875,2061,1,
5509.1220703125,2063,1,
4954.27587890625,2065,1,
6244.1826171875,2067,1,
5913.806640625,2069,1,
6430.12109375,2071,1,
5978.576171875,2073,1,
7124.38720703125,2075,1,
5273.4423828125,2077,1,
5161.91064453125,2079,1,
5991.4833984375,2081,1,
5709.4921875,2083,1,
5253.00439453125,2085,1,
5877.6513671875,2087,1,
5142.0458984375,2089,1,
6589.13427734375,2091,1,
5911.61474609375,2093,1,
6558.84765625,2095,1,
5160.70166015625,2097,1,
5656.33203125,2099,1,
6485.6279296875,2101,1,
4885.4609375,2103,1,
4737.44287109375,2105,1,
6202.89453125,2107,1,
4747.7373046875,2109,1,
6129.4296875,2111,1,
6139.15625,2113,1,
7748.2041015625,2115,1,
5844.595703125,2117,1,
4826.365234375,2119,1,
7305.12158203125,2121,1,
9001.421875,2123,1,
5553.34375,2125,1,
6609.12353515625,2127,1,
6575.8798828125,2129,1,
5988.87744140625,2131,1,
6660.453125,2133,1,
7216.4130859375,2135,1,
5501.9658203125,2137,1,
5924.0166015625,2139,1,
6502.7802734375,2141,1,
5487.40869140625,2143,1,
4424.97216796875,2145,1,
5333.93212890625,2147,1,
6204.39306640625,2149,1,
7023.62109375,2151,1,
6174.42236328125,2153,1,
6250.02587890625,2155,1,
4585.8662109375,2157,1,
5187.416015625,2159,1,
