step,train_loss,epoch,val_loss,tst_loss
503,15740.173828125,1,,
505,14088.61328125,1,,
507,16148.1708984375,1,,
509,17284.474609375,1,,
511,17181.33203125,1,,
513,22773.009765625,1,,
515,18495.2421875,1,,
517,20859.703125,1,,
519,15904.12890625,1,,
521,16943.330078125,1,,
523,18474.20703125,1,,
525,20968.416015625,1,,
527,17408.837890625,1,,
529,20633.40234375,1,,
531,19244.546875,1,,
533,14969.724609375,1,,
535,21007.38671875,1,,
537,22271.001953125,1,,
539,15873.265625,1,,
541,17868.59375,1,,
543,16620.9140625,1,,
545,22347.5546875,1,,
547,16117.353515625,1,,
549,22827.9296875,1,,
551,17089.34375,1,,
553,20561.15625,1,,
555,18495.361328125,1,,
557,18102.21484375,1,,
559,18735.42578125,1,,
561,19647.1953125,1,,
563,17764.349609375,1,,
565,16481.07421875,1,,
567,14833.478515625,1,,
569,21915.0546875,1,,
571,17866.34375,1,,
573,18205.01953125,1,,
575,16974.86328125,1,,
577,18582.59765625,1,,
579,21056.52734375,1,,
581,22618.39453125,1,,
583,22913.6484375,1,,
585,17593.65234375,1,,
587,19151.87109375,1,,
589,16823.267578125,1,,
591,15685.087890625,1,,
593,16444.609375,1,,
595,17889.515625,1,,
597,19134.3984375,1,,
599,20479.751953125,1,,
601,21586.544921875,1,,
603,15660.51171875,1,,
605,14159.822265625,1,,
607,16593.111328125,1,,
609,18229.990234375,1,,
611,14606.7646484375,1,,
613,18536.34765625,1,,
615,16933.66796875,1,,
617,19562.138671875,1,,
619,20235.537109375,1,,
621,18902.837890625,1,,
623,16922.259765625,1,,
625,20105.671875,1,,
627,17190.345703125,1,,
629,19518.3515625,1,,
631,17901.078125,1,,
633,18902.30859375,1,,
635,20322.0,1,,
637,17051.125,1,,
639,17381.1796875,1,,
641,17657.21484375,1,,
643,12353.2919921875,1,,
645,19407.53515625,1,,
647,18354.73828125,1,,
649,15878.92578125,1,,
651,15823.4384765625,1,,
653,18256.927734375,1,,
655,15211.23828125,1,,
657,17534.41015625,1,,
659,16850.724609375,1,,
661,14551.1171875,1,,
663,16885.7578125,1,,
665,18581.73828125,1,,
667,18486.240234375,1,,
669,17556.111328125,1,,
671,18147.162109375,1,,
673,19940.38671875,1,,
675,15001.845703125,1,,
677,17986.15234375,1,,
679,22576.2734375,1,,
681,20243.716796875,1,,
683,17864.326171875,1,,
685,14633.998046875,1,,
687,15481.833984375,1,,
689,18012.369140625,1,,
691,15022.87890625,1,,
693,16820.994140625,1,,
695,16658.3828125,1,,
697,16675.44921875,1,,
699,19090.63671875,1,,
701,19626.71875,1,,
703,17169.646484375,1,,
705,18089.650390625,1,,
707,13697.517578125,1,,
709,17324.95703125,1,,
711,17970.814453125,1,,
713,13633.3515625,1,,
715,16112.2236328125,1,,
717,16810.169921875,1,,
719,17667.783203125,1,,
721,14752.939453125,1,,
723,21122.33984375,1,,
725,15405.5712890625,1,,
727,17926.671875,1,,
729,17804.064453125,1,,
731,16172.822265625,1,,
733,21377.220703125,1,,
735,15575.91015625,1,,
737,19356.640625,1,,
739,14383.060546875,1,,
741,21021.90234375,1,,
743,15569.2880859375,1,,
745,16963.072265625,1,,
747,17861.77734375,1,,
749,18092.177734375,1,,
751,14446.1376953125,1,,
753,20991.5625,1,,
755,12786.529296875,1,,
757,18167.5390625,1,,
759,18184.25390625,1,,
761,16182.5068359375,1,,
763,17997.81640625,1,,
765,23828.564453125,1,,
767,20478.4296875,1,,
769,15855.373046875,1,,
771,15852.2333984375,1,,
773,23815.837890625,1,,
773,,1,17064.17578125,
775,14241.0576171875,2,,
777,16875.76171875,2,,
779,23838.330078125,2,,
781,17305.439453125,2,,
783,20353.265625,2,,
785,19519.0234375,2,,
787,19694.91015625,2,,
789,15408.107421875,2,,
791,17002.47265625,2,,
793,17319.470703125,2,,
795,19453.5234375,2,,
797,16714.94140625,2,,
799,18577.392578125,2,,
801,19926.306640625,2,,
803,16976.5859375,2,,
805,17640.625,2,,
807,17342.357421875,2,,
809,19197.38671875,2,,
811,14304.962890625,2,,
813,17214.44921875,2,,
815,21064.26171875,2,,
817,16471.412109375,2,,
819,15586.373046875,2,,
821,15795.0498046875,2,,
823,15033.404296875,2,,
825,17246.421875,2,,
827,19475.6171875,2,,
829,16866.83203125,2,,
831,17810.478515625,2,,
833,17442.21484375,2,,
835,18082.37890625,2,,
837,13591.859375,2,,
839,14327.5712890625,2,,
841,12342.51953125,2,,
843,14370.4521484375,2,,
845,15733.45703125,2,,
847,12375.5595703125,2,,
849,15104.654296875,2,,
851,13829.4345703125,2,,
853,12811.6953125,2,,
855,14464.8583984375,2,,
857,11850.322265625,2,,
859,12042.4423828125,2,,
861,14147.79296875,2,,
863,12701.1640625,2,,
865,11366.09375,2,,
867,11476.1328125,2,,
869,11370.1494140625,2,,
871,10486.814453125,2,,
873,11622.65234375,2,,
875,11503.7373046875,2,,
877,8774.9326171875,2,,
879,11246.919921875,2,,
881,11441.4931640625,2,,
883,11338.078125,2,,
885,10728.8681640625,2,,
887,11263.138671875,2,,
889,10866.384765625,2,,
891,12288.212890625,2,,
893,12231.708984375,2,,
895,8955.79296875,2,,
897,11180.7255859375,2,,
899,11609.7578125,2,,
901,10791.3564453125,2,,
903,12289.8515625,2,,
905,9392.951171875,2,,
907,11214.0400390625,2,,
909,10048.9609375,2,,
911,9947.421875,2,,
913,9347.92578125,2,,
915,12843.6435546875,2,,
917,10473.0048828125,2,,
919,9912.458984375,2,,
921,10118.203125,2,,
923,10271.466796875,2,,
925,10648.263671875,2,,
927,9296.49609375,2,,
929,9170.701171875,2,,
931,10313.787109375,2,,
933,10446.4267578125,2,,
935,8195.34765625,2,,
937,11757.89453125,2,,
939,9878.76171875,2,,
941,10917.2890625,2,,
943,9647.0634765625,2,,
945,10855.5859375,2,,
947,8916.169921875,2,,
949,9908.57421875,2,,
951,11116.201171875,2,,
953,9853.60546875,2,,
955,10727.298828125,2,,
957,9668.978515625,2,,
959,9175.251953125,2,,
961,8685.953125,2,,
963,8833.5390625,2,,
965,11142.541015625,2,,
967,10736.134765625,2,,
969,10274.025390625,2,,
971,10847.462890625,2,,
973,11211.189453125,2,,
975,9646.9453125,2,,
977,8266.7626953125,2,,
979,9778.65234375,2,,
981,10005.888671875,2,,
983,10593.1767578125,2,,
985,10123.35546875,2,,
987,10411.3505859375,2,,
989,9748.134765625,2,,
991,9794.9365234375,2,,
993,10878.02734375,2,,
995,9409.3046875,2,,
997,8719.5595703125,2,,
999,9220.3671875,2,,
1001,8992.51953125,2,,
1003,10399.341796875,2,,
1005,11486.4697265625,2,,
1007,8930.9921875,2,,
1009,9658.482421875,2,,
1011,10522.302734375,2,,
1013,9150.6142578125,2,,
1015,7999.564453125,2,,
1017,13602.66796875,2,,
1019,10048.921875,2,,
1021,11402.5341796875,2,,
1023,9400.638671875,2,,
1025,9857.4228515625,2,,
1027,9582.04296875,2,,
1029,8265.333984375,2,,
1031,9474.2099609375,2,,
1033,9731.69140625,2,,
1035,9021.70703125,2,,
1037,8781.46484375,2,,
1039,9503.9599609375,2,,
1041,9651.0859375,2,,
1043,8848.708984375,2,,
1045,9160.412109375,2,,
1047,8502.873046875,2,,
1049,10122.955078125,2,,
1051,9055.5361328125,2,,
1053,8469.6728515625,2,,
1055,9584.150390625,2,,
1057,8941.916015625,2,,
1059,8810.859375,2,,
1061,9660.9453125,2,,
1063,8483.1806640625,2,,
1065,8164.71630859375,2,,
1067,9605.697265625,2,,
1069,9498.79296875,2,,
1071,10356.208984375,2,,
1073,9005.4951171875,2,,
1075,11548.65625,2,,
1077,7622.8779296875,2,,
1079,9266.521484375,2,,
1081,9825.375,2,,
1083,8455.7470703125,2,,
1085,9684.5,2,,
1087,8495.158203125,2,,
1089,8425.9453125,2,,
1091,9464.453125,2,,
1093,9567.32421875,2,,
1095,10207.361328125,2,,
1097,8859.076171875,2,,
1099,9264.9462890625,2,,
1101,8552.7021484375,2,,
1103,10937.095703125,2,,
1105,8457.96484375,2,,
1107,8607.0185546875,2,,
1109,8952.6240234375,2,,
1111,9714.84765625,2,,
1113,9132.451171875,2,,
1115,10466.837890625,2,,
1117,10809.251953125,2,,
1119,8291.2880859375,2,,
1121,10096.419921875,2,,
1123,13059.865234375,2,,
1125,10485.458984375,2,,
1127,8912.0439453125,2,,
1129,9823.572265625,2,,
1131,9310.6650390625,2,,
1133,9026.0966796875,2,,
1135,9980.62109375,2,,
1137,7775.57470703125,2,,
1139,9006.0283203125,2,,
1141,9772.7998046875,2,,
1143,9069.17578125,2,,
1145,8539.8671875,2,,
1147,8472.8115234375,2,,
1149,9257.34765625,2,,
1151,7366.05859375,2,,
1153,8345.962890625,2,,
1155,9919.271484375,2,,
1157,9610.8525390625,2,,
1159,9296.4921875,2,,
1160,,2,8583.2255859375,
1161,9395.40625,3,,
1163,9475.380859375,3,,
1165,10490.19921875,3,,
1167,9172.791015625,3,,
1169,8957.041015625,3,,
1171,8461.44140625,3,,
1173,9011.076171875,3,,
1175,10050.294921875,3,,
1177,8428.685546875,3,,
1179,10167.384765625,3,,
1181,8479.3798828125,3,,
1183,9403.6328125,3,,
1185,8727.720703125,3,,
1187,8965.5595703125,3,,
1189,8428.10546875,3,,
1191,9161.7001953125,3,,
1193,9778.46484375,3,,
1195,9440.947265625,3,,
1197,8534.6181640625,3,,
1199,7787.376953125,3,,
1201,8875.9111328125,3,,
1203,9875.029296875,3,,
1205,9121.3671875,3,,
1207,10006.740234375,3,,
1209,10757.4716796875,3,,
1211,9880.263671875,3,,
1213,8577.904296875,3,,
1215,9587.962890625,3,,
1217,9604.861328125,3,,
1219,9704.67578125,3,,
1221,9492.544921875,3,,
1223,9138.9560546875,3,,
1225,7895.1904296875,3,,
1227,9395.837890625,3,,
1229,8501.7158203125,3,,
1231,8617.466796875,3,,
1233,7299.56982421875,3,,
1235,8027.2548828125,3,,
1237,8750.4599609375,3,,
1239,8983.03125,3,,
1241,9902.5546875,3,,
1243,7848.69189453125,3,,
1245,7997.2001953125,3,,
1247,9105.94921875,3,,
1249,8882.369140625,3,,
1251,8108.7021484375,3,,
1253,9975.478515625,3,,
1255,7815.322265625,3,,
1257,8544.126953125,3,,
1259,9352.09375,3,,
1261,9328.47265625,3,,
1263,8336.8349609375,3,,
1265,9673.388671875,3,,
1267,8940.5732421875,3,,
1269,9794.72265625,3,,
1271,9747.443359375,3,,
1273,8622.63671875,3,,
1275,8731.5673828125,3,,
1277,8261.5771484375,3,,
1279,8565.095703125,3,,
1281,8410.9345703125,3,,
1283,7810.12890625,3,,
1285,8458.951171875,3,,
1287,9989.1005859375,3,,
1289,8568.03515625,3,,
1291,8376.8837890625,3,,
1293,8814.2119140625,3,,
1295,8473.7265625,3,,
1297,8867.0146484375,3,,
1299,8323.134765625,3,,
1301,8224.849609375,3,,
1303,7551.126953125,3,,
1305,9246.212890625,3,,
1307,9028.189453125,3,,
1309,9170.96484375,3,,
1311,9035.9658203125,3,,
1313,8568.078125,3,,
1315,7860.345703125,3,,
1317,9305.42578125,3,,
1319,12389.240234375,3,,
1321,8163.83984375,3,,
1323,7604.353515625,3,,
1325,11090.2890625,3,,
1327,9680.80859375,3,,
1329,8940.427734375,3,,
1331,7763.6513671875,3,,
1333,9625.0625,3,,
1335,9298.931640625,3,,
1337,8435.244140625,3,,
1339,8412.880859375,3,,
1341,8190.75390625,3,,
1343,9397.5263671875,3,,
1345,7958.41015625,3,,
1347,9168.2646484375,3,,
1349,7607.873046875,3,,
1351,9118.279296875,3,,
1353,8990.578125,3,,
1355,8593.087890625,3,,
1357,9405.318359375,3,,
1359,7601.447265625,3,,
1361,8375.1484375,3,,
1363,8499.6572265625,3,,
1365,8642.15625,3,,
1367,9206.9296875,3,,
1369,9046.84375,3,,
1371,9224.22265625,3,,
1373,8106.16455078125,3,,
1375,8334.376953125,3,,
1377,9781.6171875,3,,
1379,7618.21240234375,3,,
1381,7501.4326171875,3,,
1383,8410.7412109375,3,,
1385,8855.7724609375,3,,
1387,8372.033203125,3,,
1389,9201.57421875,3,,
1391,12373.048828125,3,,
1393,8532.7412109375,3,,
1395,8794.0625,3,,
1397,9911.701171875,3,,
1399,9423.3291015625,3,,
1401,8023.802734375,3,,
1403,8158.02001953125,3,,
1405,8025.0419921875,3,,
1407,8859.8232421875,3,,
1409,7697.55078125,3,,
1411,7800.00390625,3,,
1413,8660.326171875,3,,
1415,8455.125,3,,
1417,9160.5908203125,3,,
1419,8716.1259765625,3,,
1421,7033.31396484375,3,,
1423,8685.65625,3,,
1425,8732.74609375,3,,
1427,9149.8662109375,3,,
1429,7682.9560546875,3,,
1431,7088.8720703125,3,,
1433,7909.546875,3,,
1435,11598.0888671875,3,,
1437,7719.18896484375,3,,
1439,8206.228515625,3,,
1441,7755.96923828125,3,,
1443,6969.6533203125,3,,
1445,8453.517578125,3,,
1447,7751.23046875,3,,
1449,9183.3037109375,3,,
1451,9495.396484375,3,,
1453,8128.626953125,3,,
1455,8039.4365234375,3,,
1457,8184.70654296875,3,,
1459,10031.259765625,3,,
1461,8624.822265625,3,,
1463,7856.810546875,3,,
1465,9761.390625,3,,
1467,9357.9326171875,3,,
1469,8535.544921875,3,,
1471,8996.10546875,3,,
1473,8605.4638671875,3,,
1475,7370.5732421875,3,,
1477,8212.8515625,3,,
1479,9632.650390625,3,,
1481,8815.892578125,3,,
1483,8264.7060546875,3,,
1485,7559.326171875,3,,
1487,9324.310546875,3,,
1489,9198.12109375,3,,
1491,8732.3037109375,3,,
1493,9150.0517578125,3,,
1495,8467.1865234375,3,,
1497,7939.970703125,3,,
1499,8950.58984375,3,,
1501,10245.7802734375,3,,
1503,9251.8515625,3,,
1505,11163.37109375,3,,
1507,8286.86328125,3,,
1509,8344.80859375,3,,
1511,9707.7626953125,3,,
1513,8149.8984375,3,,
1515,8608.953125,3,,
1517,8605.578125,3,,
1519,7903.46923828125,3,,
1521,8536.2275390625,3,,
1523,9007.490234375,3,,
1525,8340.9775390625,3,,
1527,8585.5078125,3,,
1529,7736.52685546875,3,,
1531,8546.962890625,3,,
1533,9121.4296875,3,,
1535,10307.498046875,3,,
1537,8744.97265625,3,,
1539,8712.205078125,3,,
1541,7127.119140625,3,,
1543,10254.94921875,3,,
1545,8042.0810546875,3,,
1547,24429.107421875,3,,
1547,,3,8212.5849609375,
1549,8613.669921875,4,,
1551,7698.97216796875,4,,
1553,8442.9541015625,4,,
1555,9758.328125,4,,
1557,11690.05859375,4,,
1559,10009.529296875,4,,
1561,11911.8916015625,4,,
1563,8302.7763671875,4,,
1565,8642.884765625,4,,
1567,11128.7607421875,4,,
1569,9214.80859375,4,,
1571,9750.9404296875,4,,
1573,9211.2744140625,4,,
1575,8925.7802734375,4,,
1577,9565.8583984375,4,,
1579,9213.900390625,4,,
1581,7709.54931640625,4,,
1583,9164.53125,4,,
1585,8209.9814453125,4,,
1587,7426.259765625,4,,
1589,7835.5537109375,4,,
1591,8225.142578125,4,,
1593,7968.0537109375,4,,
1595,11461.9296875,4,,
1597,8970.552734375,4,,
1599,7971.494140625,4,,
1601,8749.25390625,4,,
1603,9593.1943359375,4,,
1605,9769.33203125,4,,
1607,8253.1044921875,4,,
1609,8202.7607421875,4,,
1611,9573.37890625,4,,
1613,8560.791015625,4,,
1615,9041.92578125,4,,
1617,9317.4814453125,4,,
1619,7842.3466796875,4,,
1621,8580.0166015625,4,,
1623,8599.630859375,4,,
1625,8223.544921875,4,,
1627,7696.25146484375,4,,
1629,8709.61328125,4,,
1631,8990.09375,4,,
1633,8483.28515625,4,,
1635,9015.533203125,4,,
1637,8632.267578125,4,,
1639,7812.31884765625,4,,
1641,8046.98681640625,4,,
1643,7883.83544921875,4,,
1645,7766.49267578125,4,,
1647,7623.02734375,4,,
1649,13953.826171875,4,,
1651,9340.6767578125,4,,
1653,9089.994140625,4,,
1655,11570.59765625,4,,
1657,11014.19921875,4,,
1659,9139.9921875,4,,
1661,8816.1953125,4,,
1663,7251.7978515625,4,,
1665,7867.07275390625,4,,
1667,9365.8408203125,4,,
1669,8489.794921875,4,,
1671,7043.3037109375,4,,
1673,10409.62109375,4,,
1675,8930.037109375,4,,
1677,10728.728515625,4,,
1679,7773.98974609375,4,,
1681,8676.341796875,4,,
1683,8293.12890625,4,,
1685,7823.9560546875,4,,
1687,9387.8125,4,,
1689,8567.1318359375,4,,
1691,8365.169921875,4,,
1693,8048.271484375,4,,
1695,8236.42578125,4,,
1697,7326.109375,4,,
1699,8110.7021484375,4,,
1701,8380.076171875,4,,
1703,7952.85546875,4,,
1705,8666.998046875,4,,
1707,8339.0927734375,4,,
1709,7971.466796875,4,,
1711,7793.01953125,4,,
1713,7770.82861328125,4,,
1715,7627.2119140625,4,,
1717,8844.0859375,4,,
1719,7853.583984375,4,,
1721,10272.3701171875,4,,
1723,7586.67333984375,4,,
1725,9340.525390625,4,,
1727,8942.55859375,4,,
1729,8367.90625,4,,
1731,8017.25244140625,4,,
1733,7371.98486328125,4,,
1735,7243.43310546875,4,,
1737,8184.9736328125,4,,
1739,7880.86376953125,4,,
1741,8740.2099609375,4,,
1743,8007.9189453125,4,,
1745,8548.654296875,4,,
1747,7797.07470703125,4,,
1749,10322.79296875,4,,
1751,7318.97314453125,4,,
1753,8635.876953125,4,,
1755,7251.0048828125,4,,
1757,8738.3671875,4,,
1759,8142.5712890625,4,,
1761,8189.13232421875,4,,
1763,9346.798828125,4,,
1765,7306.3056640625,4,,
1767,8310.689453125,4,,
1769,9619.302734375,4,,
1771,7882.53369140625,4,,
1773,7570.20947265625,4,,
1775,7916.4951171875,4,,
1777,7955.806640625,4,,
1779,8776.7890625,4,,
1781,8669.08203125,4,,
1783,9410.3603515625,4,,
1785,7639.283203125,4,,
1787,7652.57421875,4,,
1789,7226.03662109375,4,,
1791,8433.322265625,4,,
1793,7150.9208984375,4,,
1795,7429.328125,4,,
1797,8664.3271484375,4,,
1799,9869.6201171875,4,,
1801,7987.2626953125,4,,
1803,7972.912109375,4,,
1805,8460.90234375,4,,
1807,7790.0859375,4,,
1809,8500.7041015625,4,,
1811,8545.08203125,4,,
1813,8125.08984375,4,,
1815,9534.7001953125,4,,
1817,9468.9951171875,4,,
1819,7537.1826171875,4,,
1821,7883.30712890625,4,,
1823,11288.7197265625,4,,
1825,7994.95263671875,4,,
1827,8331.189453125,4,,
1829,7794.8466796875,4,,
1831,8886.6103515625,4,,
1833,8804.3310546875,4,,
1835,7652.76171875,4,,
1837,8699.25390625,4,,
1839,8988.9599609375,4,,
1841,8296.5234375,4,,
1843,8629.6220703125,4,,
1845,7728.125,4,,
1847,8464.4833984375,4,,
1849,8141.154296875,4,,
1851,8323.3115234375,4,,
1853,8867.87890625,4,,
1855,6944.568359375,4,,
1857,8513.9189453125,4,,
1859,9101.703125,4,,
1861,8895.046875,4,,
1863,8770.798828125,4,,
1865,8539.96875,4,,
1867,8760.2431640625,4,,
1869,7736.6455078125,4,,
1871,7822.33203125,4,,
1873,8064.24560546875,4,,
1875,8188.375,4,,
1877,8695.6826171875,4,,
1879,9744.546875,4,,
1881,7695.8583984375,4,,
1883,9330.3984375,4,,
1885,7366.0458984375,4,,
1887,7901.40576171875,4,,
1889,9035.11328125,4,,
1891,8592.6865234375,4,,
1893,7163.3134765625,4,,
1895,8497.77734375,4,,
1897,9338.373046875,4,,
1899,8518.330078125,4,,
1901,9087.673828125,4,,
1903,6924.927734375,4,,
1905,6386.8125,4,,
1907,7981.04052734375,4,,
1909,7004.28515625,4,,
1911,9295.232421875,4,,
1913,8744.53125,4,,
1915,8531.8525390625,4,,
1917,8822.48046875,4,,
1919,9197.87890625,4,,
1921,8374.625,4,,
1923,6713.1376953125,4,,
1925,9082.5390625,4,,
1927,8297.8818359375,4,,
1929,8460.818359375,4,,
1931,6636.228515625,4,,
1933,8475.2666015625,4,,
1934,,4,8098.17626953125,
1935,9302.373046875,5,,
1937,7873.13671875,5,,
1939,7682.9443359375,5,,
1941,8780.67578125,5,,
1943,8821.3984375,5,,
1945,8398.849609375,5,,
1947,8621.7099609375,5,,
1949,7865.50927734375,5,,
1951,7551.0927734375,5,,
1953,10204.69921875,5,,
1955,10039.5234375,5,,
1957,7848.08203125,5,,
1959,7260.986328125,5,,
1961,8628.03515625,5,,
1963,7787.150390625,5,,
1965,7990.8759765625,5,,
1967,8631.330078125,5,,
1969,6782.3681640625,5,,
1971,8359.962890625,5,,
1973,6790.232421875,5,,
1975,8287.28515625,5,,
1977,9710.5908203125,5,,
1979,8854.8203125,5,,
1981,9078.8154296875,5,,
1983,8191.7509765625,5,,
1985,7817.59765625,5,,
1987,7421.501953125,5,,
1989,7834.92626953125,5,,
1991,8935.6875,5,,
1993,9450.30859375,5,,
1995,8505.7578125,5,,
1997,7655.5263671875,5,,
1999,8173.5947265625,5,,
2001,7870.01171875,5,,
2003,7432.51416015625,5,,
2005,8671.853515625,5,,
2007,7510.73046875,5,,
2009,9141.2119140625,5,,
2011,9731.40625,5,,
2013,7979.97802734375,5,,
2015,7344.80078125,5,,
2017,7574.8828125,5,,
2019,7880.279296875,5,,
2021,9119.892578125,5,,
2023,8223.099609375,5,,
2025,7565.974609375,5,,
2027,8539.6728515625,5,,
2029,8481.484375,5,,
2031,9722.10546875,5,,
2033,7202.2626953125,5,,
2035,7575.361328125,5,,
2037,8140.9404296875,5,,
